User_ID,Recommended_Categories
1001798,"[1, 5, 8]"
1001799,"[8, 5, 1]"
1001801,"[1, 8, 2]"
1001802,"[8, 1, 6]"
1001803,"[1, 5, 6]"
1001804,"[1, 8, 6]"
1001805,"[1, 5, 6]"
1001806,"[1, 8, 5]"
1001807,"[1, 6, 5]"
1001808,"[1, 8, 3]"
1001809,"[1, 8, 6]"
1001810,"[6, 8, 10]"
1001812,"[1, 5, 8]"
1001813,"[5, 1, 8]"
1001815,"[1, 8, 5]"
1001816,"[1, 11, 2]"
1001817,"[1, 8, 15]"
1001818,"[1, 2, 3]"
1001819,"[1, 15, 8]"
1001820,"[1, 5, 8]"
1001821,"[8, 16, 10]"
1001822,"[5, 1, 6]"
1001823,"[5, 3, 8]"
1001824,"[1, 5, 8]"
1001825,"[8, 5, 1]"
1001826,"[1, 5, 8]"
1001827,"[1, 6, 8]"
1001828,"[5, 8, 1]"
1001829,"[6, 8, 16]"
1001830,"[1, 15, 4]"
1001831,"[1, 5, 8]"
1001832,"[8, 5, 1]"
1001833,"[1, 8, 6]"
1001834,"[1, 3, 8]"
1001835,"[1, 5, 8]"
1001836,"[5, 8, 1]"
1001837,"[1, 8, 5]"
1001838,"[1, 6, 15]"
1001839,"[1, 6, 5]"
1001840,"[10, 1, 6]"
1001841,"[1, 5, 8]"
1001842,"[1, 8, 5]"
1001843,"[1, 5, 8]"
1001844,"[5, 8, 6]"
1001845,"[8, 5, 6]"
1001846,"[1, 8, 6]"
1001847,"[8, 6, 10]"
1001848,"[5, 8, 11]"
1001849,"[1, 8, 20]"
1001850,"[1, 3, 8]"
1001851,"[1, 8, 5]"
1001852,"[1, 15, 8]"
1001853,"[5, 3, 2]"
1001854,"[1, 5, 8]"
1001855,"[1, 6, 5]"
1001856,"[1, 15, 2]"
1001857,"[1, 3, 2]"
1001858,"[1, 3, 2]"
1001859,"[8, 1, 10]"
1001860,"[1, 8, 5]"
1001861,"[1, 5, 8]"
1001862,"[5, 1, 10]"
1001863,"[5, 6, 8]"
1001864,"[5, 8, 10]"
1001865,"[5, 8, 1]"
1001866,"[5, 1, 8]"
1001867,"[5, 6, 15]"
1001868,"[1, 10, 5]"
1001869,"[8, 1, 5]"
1001870,"[1, 5, 8]"
1001871,"[1, 5, 3]"
1001872,"[6, 5, 8]"
1001873,"[1, 5, 8]"
1001874,"[6, 1, 8]"
1001875,"[1, 5, 8]"
1001876,"[1, 5, 3]"
1001877,"[8, 5, 1]"
1001878,"[1, 5, 11]"
1001879,"[1, 8, 5]"
1001880,"[1, 8, 5]"
1001881,"[5, 1, 3]"
1001882,"[1, 5, 8]"
1001883,"[5, 8, 3]"
1001884,"[1, 8, 5]"
1001885,"[3, 1, 5]"
1001886,"[1, 8, 5]"
1001887,"[1, 8, 11]"
1001888,"[1, 8, 3]"
1001889,"[1, 8, 5]"
1001891,"[1, 2, 8]"
1001892,"[1, 8, 5]"
1001893,"[8, 5, 1]"
1001894,"[8, 1, 5]"
1001895,"[1, 6, 5]"
1001896,"[8, 6, 5]"
1001897,"[8, 5, 1]"
1001898,"[8, 5, 6]"
1001899,"[8, 1, 5]"
1001900,"[8, 1, 2]"
1001901,"[1, 8, 5]"
1001902,"[1, 8, 16]"
1001903,"[1, 8, 5]"
1001904,"[1, 5, 2]"
1001905,"[8, 5, 1]"
1001906,"[1, 16, 5]"
1001907,"[8, 10, 1]"
1001908,"[8, 1, 5]"
1001909,"[6, 5, 8]"
1001910,"[5, 8, 1]"
1001911,"[8, 1, 10]"
1001912,"[1, 8, 5]"
1001914,"[5, 1, 3]"
1001915,"[1, 11, 5]"
1001916,"[8, 5, 1]"
1001917,"[1, 3, 6]"
1001918,"[5, 8, 6]"
1001919,"[11, 1, 5]"
1001920,"[1, 8, 5]"
1001921,"[1, 2, 8]"
1001922,"[1, 5, 8]"
1001923,"[1, 11, 15]"
1001925,"[1, 6, 8]"
1001926,"[8, 1, 5]"
1001927,"[5, 1]"
1001928,"[1, 5, 8]"
1001929,"[5, 3, 1]"
1001930,"[1, 5, 8]"
1001931,"[11, 1, 2]"
1001932,"[1, 8, 6]"
1001933,"[5, 1, 8]"
1001934,"[1, 5, 8]"
1001935,"[5, 1, 16]"
1001936,"[8, 1, 5]"
1001937,"[5, 1, 8]"
1001938,"[1, 3, 2]"
1001939,"[1, 5, 2]"
1001940,"[1, 8, 5]"
1001941,"[1, 5, 8]"
1001942,"[8, 5, 1]"
1001943,"[1, 5, 8]"
1001944,"[1, 5, 8]"
1001945,"[1, 8, 10]"
1001946,"[1, 5, 6]"
1001947,"[1, 8, 5]"
1001948,"[1, 6, 5]"
1001949,"[1, 5, 6]"
1001950,"[1, 3, 15]"
1001951,"[5, 1, 8]"
1001952,"[5, 8, 1]"
1001953,"[1, 8, 5]"
1001954,"[8, 5, 1]"
1001955,"[5, 1, 3]"
1001956,"[1, 3, 2]"
1001957,"[8, 5, 1]"
1001958,"[1, 5, 8]"
1001959,"[8, 1, 5]"
1001960,"[5, 8, 1]"
1001961,"[1, 8, 6]"
1001962,"[8, 5, 1]"
1001963,"[8, 5, 6]"
1001964,"[8, 1, 5]"
1001965,"[8, 5, 1]"
1001966,"[6, 1, 11]"
1001967,"[8, 5, 1]"
1001968,"[1, 5, 8]"
1001969,"[1, 5, 8]"
1001970,"[1, 5, 10]"
1001971,"[8, 1, 5]"
1001972,"[1, 8, 5]"
1001973,"[5, 1, 6]"
1001974,"[1, 5, 8]"
1001976,"[1, 8, 5]"
1001977,"[5, 3, 10]"
1001978,"[1, 5, 2]"
1001979,"[1, 5, 8]"
1001980,"[8, 1, 5]"
1001981,"[1, 10, 8]"
1001982,"[1, 8, 5]"
1001983,"[1, 5, 2]"
1001984,"[1, 8, 5]"
1001985,"[1, 2, 15]"
1001986,"[2, 6, 5]"
1001987,"[1, 3, 6]"
1001988,"[8, 5, 1]"
1001989,"[1, 8, 16]"
1001990,"[1, 8, 5]"
1001991,"[6, 1, 8]"
1001992,"[5, 1, 16]"
1001993,"[5, 1, 3]"
1001994,"[6, 1, 8]"
1001995,"[1, 5, 2]"
1001996,"[1, 2, 5]"
1001997,"[5, 1, 3]"
1001998,"[5, 1, 8]"
1001999,"[1, 11, 5]"
1002000,"[1, 8, 5]"
1002001,"[1, 16, 5]"
1002002,"[5, 10, 6]"
1002003,"[3, 2, 1]"
1002004,"[1, 2, 15]"
1002005,"[1, 5, 8]"
1002006,"[5, 6, 3]"
1002007,"[1, 8, 7]"
1002008,"[5, 1, 6]"
1002009,"[6, 1, 8]"
1002010,"[1, 5, 8]"
1002011,"[1, 5, 3]"
1002012,"[1, 5, 3]"
1002013,"[1, 15, 8]"
1002014,"[1, 6, 10]"
1002015,"[1, 5, 8]"
1002016,"[1, 5, 8]"
1002017,"[1, 8, 6]"
1002018,"[8, 5, 1]"
1002019,"[5, 8, 16]"
1002020,"[1, 5, 8]"
1002021,"[1, 11, 8]"
1002022,"[1, 5, 8]"
1002023,"[1, 5, 3]"
1002024,"[5, 1, 3]"
1002025,"[1, 6, 2]"
1002026,"[1, 5, 8]"
1002027,"[5, 8, 1]"
1002028,"[1, 8, 5]"
1002029,"[5, 3, 1]"
1002030,"[1, 8, 5]"
1002031,"[5, 1, 8]"
1002032,"[1, 8, 5]"
1002033,"[5, 16, 3]"
1002034,"[5, 8, 20]"
1002035,"[1, 5, 3]"
1002036,"[5, 8, 1]"
1002037,"[8, 1, 6]"
1002038,"[5, 1, 8]"
1002039,"[1, 8, 5]"
1002040,"[16, 8, 5]"
1002041,"[1, 8, 5]"
1002042,"[1, 5, 2]"
1002043,"[1, 16, 5]"
1002044,"[5, 1, 3]"
1002045,"[3, 1, 5]"
1002046,"[5, 1, 8]"
1002047,"[1, 8, 5]"
1002048,"[1, 10, 8]"
1002049,"[8, 1, 5]"
1002050,"[8, 5, 1]"
1002051,"[1, 6, 8]"
1002052,"[5, 1, 16]"
1002053,"[1, 8, 11]"
1002054,"[1, 5, 2]"
1002055,"[1, 8, 11]"
1002056,"[1, 5, 11]"
1002057,"[8, 1, 5]"
1002058,"[8, 1, 16]"
1002059,"[1, 8, 5]"
1002060,"[1, 5, 8]"
1002061,"[8, 10, 7]"
1002062,"[1, 6, 8]"
1002063,"[1, 5, 8]"
1002064,"[1, 8, 5]"
1002065,"[8, 1, 16]"
1002066,"[1, 5, 2]"
1002067,"[8, 1, 5]"
1002068,"[1, 3, 2]"
1002069,"[1, 5, 10]"
1002070,"[1, 8, 5]"
1002071,"[1, 8, 3]"
1002072,"[5, 8, 16]"
1002073,"[8, 5, 1]"
1002074,"[1, 5, 6]"
1002075,"[5, 8, 1]"
1002076,"[5, 8, 3]"
1002078,"[5, 8, 1]"
1002079,"[1, 6, 16]"
1002080,"[1, 8, 6]"
1002081,"[5, 8, 1]"
1002083,"[1, 8, 3]"
1002084,"[8, 1, 5]"
1002085,"[5, 1, 2]"
1002086,"[1, 5, 8]"
1002087,"[1, 8, 5]"
1002088,"[1, 2, 15]"
1002089,"[1, 6, 8]"
1002090,"[1, 5, 2]"
1002091,"[1, 5, 3]"
1002092,"[1, 8, 5]"
1002093,"[5, 1, 8]"
1002094,"[6, 1, 2]"
1002095,"[1, 5, 8]"
1002096,"[1, 5, 2]"
1002097,"[1, 5, 3]"
1002098,"[1, 8, 16]"
1002099,"[1, 5, 8]"
1002100,"[5, 1, 3]"
1002101,"[1, 11, 5]"
1002102,"[8, 1, 5]"
1002103,"[1, 5, 3]"
1002104,"[1, 8, 16]"
1002105,"[1, 8, 5]"
1002106,"[5, 8, 1]"
1002107,"[8, 1, 5]"
1002108,"[3, 1, 8]"
1002109,"[1, 8, 5]"
1002110,"[1, 5, 2]"
1002111,"[1, 8, 5]"
1002112,"[1, 8, 5]"
1002113,"[1, 5, 8]"
1002114,"[1, 5, 11]"
1002115,"[5, 1, 6]"
1002116,"[1, 5, 8]"
1002117,"[5, 1, 8]"
1002118,"[5, 6, 10]"
1002119,"[1, 8, 5]"
1002121,"[8, 5, 10]"
1002122,"[1, 8, 5]"
1002123,"[5, 8, 2]"
1002124,"[8, 1, 5]"
1002125,"[1, 3, 8]"
1002126,"[1, 15, 2]"
1002127,"[5, 1, 8]"
1002128,"[1, 5, 8]"
1002129,"[1, 5, 8]"
1002130,"[1, 5, 2]"
1002131,"[1, 11, 5]"
1002132,"[1, 15, 2]"
1002133,"[1, 5, 8]"
1002134,"[5, 1, 2]"
1002135,"[1, 5, 8]"
1002136,"[1, 5, 8]"
1002137,"[1, 8, 5]"
1002138,"[1, 11, 5]"
1002139,"[5, 8, 1]"
1002140,"[1, 5, 8]"
1002141,"[8, 1, 16]"
1002142,"[1, 6, 8]"
1002143,"[1, 5, 8]"
1002144,"[1, 11, 8]"
1002145,"[1, 5, 2]"
1002146,"[1, 11, 5]"
1002147,"[3, 1, 6]"
1002148,"[1, 5, 2]"
1002149,"[1, 5, 8]"
1002150,"[1, 8, 11]"
1002151,"[8, 5, 1]"
1002152,"[1, 11, 5]"
1002153,"[1, 5, 8]"
1002154,"[8, 1, 3]"
1002155,"[11, 5, 6]"
1002156,"[1, 5, 8]"
1002157,"[8, 3, 5]"
1002158,"[1, 8, 5]"
1002159,"[8, 5, 6]"
1002160,"[5, 3, 2]"
1002161,"[8, 1, 5]"
1002162,"[5, 8, 1]"
1002163,"[1, 5, 6]"
1002164,"[1, 8, 11]"
1002165,"[1, 5, 6]"
1002166,"[1, 5, 8]"
1002167,"[1, 15, 11]"
1002168,"[5, 1, 8]"
1002169,"[5, 1, 11]"
1002170,"[5, 8, 1]"
1002171,"[8, 1, 6]"
1002172,"[1, 8, 5]"
1002173,"[8, 1, 5]"
1002174,"[8, 5, 1]"
1002175,"[1, 5, 6]"
1002176,"[5, 8, 6]"
1002177,"[8, 3, 1]"
1002178,"[8, 5, 1]"
1002179,"[8, 1, 16]"
1002180,"[1, 2, 3]"
1002181,"[1, 5, 8]"
1002182,"[1, 5, 8]"
1002183,"[1, 5, 2]"
1002184,"[5, 8, 1]"
1002185,"[5, 1, 8]"
1002186,"[1, 2, 6]"
1002187,"[1, 8, 5]"
1002188,"[5, 1, 8]"
1002189,"[1, 2, 5]"
1002190,"[1, 5, 8]"
1002191,"[5, 1, 15]"
1002192,"[1, 8, 2]"
1002193,"[1, 5, 8]"
1002194,"[1, 2, 10]"
1002195,"[1, 5, 3]"
1002196,"[8, 1, 5]"
1002197,"[1, 8, 5]"
1002198,"[5, 1, 3]"
1002199,"[8, 5, 1]"
1002200,"[1, 15, 11]"
1002201,"[1, 5, 2]"
1002202,"[5, 8, 3]"
1002203,"[1, 5, 2]"
1002204,"[15, 5, 11]"
1002205,"[1, 5, 8]"
1002206,"[8, 5, 1]"
1002207,"[1, 2, 8]"
1002208,"[5, 1, 6]"
1002209,"[5, 3, 8]"
1002210,"[8, 5, 6]"
1002211,"[8, 1, 5]"
1002212,"[5, 1, 8]"
1002213,"[1, 5, 6]"
1002214,"[5, 8, 3]"
1002215,"[1, 8, 16]"
1002216,"[5, 1, 8]"
1002217,"[5, 1, 7]"
1002218,"[1, 10, 8]"
1002219,"[8, 5, 1]"
1002220,"[5, 8, 6]"
1002221,"[1, 8, 6]"
1002222,"[5, 8, 1]"
1002223,"[1, 5, 8]"
1002224,"[1, 3, 15]"
1002225,"[1, 5, 8]"
1002226,"[1, 5, 6]"
1002227,"[1, 6, 5]"
1002228,"[1, 10, 5]"
1002229,"[5, 2, 6]"
1002230,"[8, 1, 5]"
1002231,"[8, 1, 5]"
1002232,"[1, 8, 5]"
1002233,"[8, 5, 1]"
1002234,"[10, 6, 1]"
1002235,"[5, 1, 8]"
1002236,"[5, 1, 3]"
1002237,"[8, 5, 1]"
1002238,"[8, 1, 5]"
1002239,"[1, 8, 5]"
1002240,"[1, 2, 8]"
1002241,"[8, 1, 10]"
1002242,"[1, 5, 8]"
1002243,"[8, 5, 6]"
1002245,"[5, 1, 15]"
1002247,"[8, 5, 1]"
1002248,"[1, 16, 3]"
1002249,"[1, 5, 8]"
1002250,"[1, 8, 5]"
1002251,"[1, 5, 8]"
1002252,"[5, 1, 3]"
1002253,"[1, 2, 8]"
1002254,"[1, 8, 12]"
1002255,"[3, 5, 1]"
1002256,"[1, 5, 2]"
1002257,"[8, 1, 5]"
1002258,"[1, 2, 5]"
1002259,"[8, 5, 1]"
1002260,"[5, 1, 2]"
1002261,"[8, 1, 5]"
1002262,"[1, 2, 5]"
1002263,"[1, 5, 16]"
1002264,"[1, 8, 5]"
1002265,"[1, 2, 8]"
1002266,"[8, 5, 6]"
1002267,"[8, 1, 6]"
1002268,"[5, 2, 1]"
1002269,"[6, 5, 1]"
1002270,"[1, 8, 5]"
1002271,"[1, 5, 8]"
1002272,"[1, 5, 8]"
1002273,"[1, 8, 5]"
1002274,"[1, 2, 8]"
1002275,"[8, 1, 5]"
1002276,"[8, 6, 1]"
1002278,"[1, 8, 11]"
1002279,"[1, 8, 5]"
1002280,"[8, 5, 1]"
1002281,"[8, 5, 1]"
1002283,"[5, 8, 1]"
1002284,"[1, 15, 2]"
1002285,"[5, 1, 8]"
1002286,"[1, 5, 8]"
1002287,"[8, 2, 1]"
1002288,"[8, 1, 5]"
1002289,"[3, 8, 1]"
1002291,"[1, 2, 8]"
1002292,"[1, 6, 16]"
1002293,"[1, 8, 5]"
1002294,"[1, 8, 5]"
1002295,"[1, 3, 8]"
1002296,"[1, 5, 8]"
1002297,"[1, 8, 16]"
1002298,"[5, 8, 1]"
1002299,"[1, 15, 8]"
1002300,"[1, 8, 5]"
1002302,"[1, 5, 8]"
1002303,"[1, 8, 5]"
1002304,"[1, 5, 8]"
1002305,"[5, 1, 6]"
1002306,"[8, 5, 1]"
1002307,"[1, 8, 5]"
1002308,"[5, 1, 2]"
1002309,"[8, 1, 5]"
1002310,"[5, 8, 6]"
1002311,"[1, 8, 5]"
1002312,"[1, 10, 2]"
1002313,"[1, 8, 5]"
1002314,"[8, 5, 16]"
1002315,"[1, 8, 2]"
1002316,"[1, 5, 6]"
1002318,"[8, 1, 5]"
1002319,"[1, 8, 2]"
1002320,"[5, 8, 1]"
1002321,"[5, 1, 6]"
1002322,"[8, 5, 1]"
1002323,"[1, 5, 8]"
1002324,"[8, 1, 6]"
1002325,"[8, 1, 5]"
1002326,"[1, 5, 8]"
1002327,"[1, 5, 2]"
1002328,"[1, 11, 8]"
1002329,"[8, 3, 5]"
1002330,"[1, 2, 8]"
1002331,"[8, 6, 5]"
1002332,"[8, 1, 6]"
1002333,"[5, 1, 16]"
1002334,"[8, 5, 1]"
1002335,"[15, 1, 5]"
1002336,"[1, 18, 8]"
1002337,"[1, 5, 3]"
1002338,"[1, 8, 2]"
1002339,"[1, 5, 8]"
1002340,"[1, 5, 8]"
1002341,"[1, 5, 8]"
1002342,"[1, 8, 5]"
1002343,"[3, 5, 8]"
1002344,"[1, 5, 8]"
1002346,"[1, 3, 8]"
1002347,"[1, 2, 5]"
1002348,"[1, 8, 5]"
1002349,"[1, 8, 10]"
1002350,"[1, 5, 8]"
1002351,"[8, 5, 1]"
1002352,"[11, 1, 5]"
1002353,"[8, 5, 6]"
1002354,"[1, 2, 15]"
1002355,"[5, 8, 1]"
1002356,"[8, 2, 1]"
1002357,"[8, 1, 16]"
1002358,"[8, 1, 16]"
1002359,"[5, 8, 1]"
1002360,"[5, 1, 2]"
1002361,"[5, 1, 8]"
1002362,"[5, 8, 6]"
1002363,"[1, 16, 8]"
1002364,"[5, 3, 2]"
1002365,"[1, 5, 8]"
1002366,"[1, 5, 8]"
1002367,"[1, 5, 8]"
1002368,"[8, 1, 5]"
1002369,"[1, 6, 10]"
1002370,"[1, 8, 5]"
1002371,"[1, 8, 5]"
1002372,"[5, 8, 6]"
1002374,"[1, 2, 5]"
1002375,"[1, 8, 2]"
1002376,"[8, 1, 5]"
1002377,"[1, 5, 8]"
1002378,"[1, 5, 6]"
1002379,"[1, 3, 8]"
1002380,"[1, 5, 8]"
1002381,"[8, 16, 5]"
1002382,"[1, 8, 11]"
1002383,"[5, 1, 8]"
1002384,"[8, 1, 3]"
1002385,"[8, 2, 6]"
1002386,"[3, 1, 2]"
1002387,"[1, 8, 6]"
1002388,[1]
1002389,"[1, 5, 8]"
1002390,"[5, 8, 1]"
1002391,"[1, 6, 5]"
1002392,"[8, 5, 10]"
1002393,"[1, 8, 5]"
1002394,"[1, 5, 11]"
1002395,"[1, 5, 8]"
1002396,"[8, 5, 6]"
1002397,"[8, 1, 5]"
1002398,"[8, 1, 5]"
1002399,"[1, 5, 8]"
1002401,"[1, 5, 8]"
1002402,"[1, 8, 5]"
1002404,"[1, 6, 5]"
1002405,"[1, 2, 5]"
1002406,"[8, 5, 1]"
1002407,"[5, 8, 1]"
1002408,"[16, 8, 1]"
1002409,"[5, 8, 1]"
1002410,"[8, 1, 5]"
1002411,"[1, 5, 2]"
1002412,"[1, 8]"
1002413,"[1, 6, 8]"
1002414,"[1, 5, 8]"
1002415,"[1, 6, 5]"
1002416,"[8, 1, 5]"
1002417,"[5, 1, 3]"
1002418,"[5, 3, 8]"
1002419,"[5, 1, 8]"
1002420,"[1, 8, 5]"
1002421,"[1, 6, 15]"
1002422,"[5, 3, 1]"
1002423,"[5, 1, 8]"
1002424,"[1, 3, 8]"
1002425,"[1, 8, 3]"
1002426,"[8, 1, 6]"
1002427,"[3, 5, 1]"
1002428,"[5, 1, 2]"
1002429,"[1, 8, 5]"
1002430,"[1, 5, 6]"
1002431,"[8, 5, 16]"
1002432,"[1, 8, 5]"
1002433,"[5, 1, 3]"
1002434,"[1, 5, 8]"
1002435,"[1, 5, 8]"
1002436,"[1, 5, 8]"
1002437,"[1, 6, 8]"
1002438,"[1, 5, 8]"
1002439,"[1, 5, 8]"
1002440,"[1, 5, 16]"
1002441,"[6, 1, 8]"
1002442,"[3, 1, 2]"
1002443,"[5, 3, 1]"
1002444,"[2, 3, 1]"
1002445,"[1, 5, 8]"
1002446,"[1, 5, 8]"
1002447,"[5, 1, 2]"
1002449,"[1, 8, 5]"
1002450,"[8, 6, 1]"
1002451,"[1, 8, 2]"
1002452,"[1, 16, 8]"
1002453,"[1, 8, 5]"
1002454,"[1, 5, 2]"
1002455,"[1, 2, 11]"
1002456,"[1, 5, 8]"
1002457,"[1, 5, 3]"
1002458,"[1, 5, 6]"
1002459,"[1, 8, 5]"
1002460,"[1, 2, 5]"
1002461,"[1, 5, 8]"
1002462,"[1, 5, 3]"
1002463,"[1, 5, 8]"
1002464,"[1, 5, 2]"
1002465,"[8, 1, 6]"
1002466,"[1, 6, 10]"
1002467,"[1, 7, 5]"
1002468,"[1, 8, 5]"
1002469,"[1, 8, 3]"
1002470,"[1, 2, 5]"
1002471,"[8, 1, 6]"
1002472,"[1, 5, 8]"
1002473,"[1, 5, 8]"
1002474,"[1, 8, 6]"
1002475,"[11, 1, 5]"
1002476,"[8, 6, 1]"
1002477,"[8, 1, 5]"
1002478,"[1, 8, 5]"
1002479,"[1, 11, 15]"
1002480,"[1, 5, 8]"
1002481,"[5, 1, 8]"
1002482,"[8, 1, 5]"
1002483,"[8, 1, 5]"
1002484,"[1, 5, 8]"
1002485,"[8, 1, 5]"
1002486,"[8, 5, 1]"
1002487,"[1, 5, 8]"
1002488,"[8, 5, 13]"
1002489,"[5, 1, 8]"
1002490,"[1, 16, 8]"
1002491,"[1, 2, 5]"
1002492,"[1, 8, 5]"
1002493,"[1, 8, 6]"
1002494,"[1, 5, 3]"
1002495,"[5, 1, 3]"
1002496,"[1, 8, 5]"
1002497,"[8, 5, 1]"
1002498,"[16, 1, 6]"
1002499,"[16, 8, 1]"
1002500,"[1, 8, 5]"
1002501,"[8, 1, 5]"
1002502,"[8, 5, 2]"
1002503,"[1, 5, 2]"
1002504,"[1, 8, 6]"
1002505,"[1, 8, 5]"
1002506,"[5, 8, 1]"
1002507,"[8, 1, 5]"
1002508,"[1, 5, 2]"
1002509,"[1, 8, 16]"
1002510,"[1, 2, 3]"
1002511,"[1, 8, 5]"
1002512,"[8, 1, 6]"
1002513,"[5, 1, 3]"
1002514,"[10, 16, 8]"
1002515,"[1, 15, 8]"
1002516,"[5, 8, 1]"
1002517,"[1, 8, 5]"
1002518,"[1, 2, 5]"
1002519,"[1, 3, 2]"
1002520,"[10, 8, 6]"
1002521,"[1, 2, 5]"
1002522,"[1, 5, 19]"
1002523,"[1, 5, 8]"
1002524,"[5, 1, 10]"
1002525,"[5, 1, 8]"
1002526,"[1, 8, 10]"
1002527,"[1, 8]"
1002528,"[6, 1, 5]"
1002529,"[1, 5, 2]"
1002530,"[6, 5, 1]"
1002531,"[8, 5, 1]"
1002532,"[8, 2, 14]"
1002533,"[5, 1, 8]"
1002534,"[5, 1, 3]"
1002535,"[5, 8, 6]"
1002536,"[5, 8, 16]"
1002537,"[5, 1, 8]"
1002538,"[1, 2, 8]"
1002539,[1]
1002540,"[1, 8, 6]"
1002541,"[5, 1, 8]"
1002542,"[1, 5, 8]"
1002543,"[8, 1, 5]"
1002544,"[8, 1, 5]"
1002545,"[8, 1, 5]"
1002546,"[8, 5, 10]"
1002547,"[8, 5, 10]"
1002548,"[1, 16, 8]"
1002549,"[1, 2, 6]"
1002550,"[1, 6, 8]"
1002551,"[1, 2, 5]"
1002552,"[1, 5, 8]"
1002553,"[1, 16, 8]"
1002554,"[8, 1, 2]"
1002555,"[1, 8, 5]"
1002556,"[8, 5, 6]"
1002557,"[8, 1, 6]"
1002558,"[1, 2, 5]"
1002559,"[1, 5, 6]"
1002560,"[8, 5, 6]"
1002561,"[5, 8, 1]"
1002563,"[8, 1, 6]"
1002564,"[1, 5, 6]"
1002565,"[1, 8, 5]"
1002566,"[1, 2, 8]"
1002567,"[1, 5, 8]"
1002568,"[5, 1, 8]"
1002569,"[5, 8, 1]"
1002570,"[8, 5, 1]"
1002571,"[1, 3, 2]"
1002572,"[1, 8, 6]"
1002573,"[1, 5, 8]"
1002574,"[5, 1, 15]"
1002575,"[1, 8, 5]"
1002576,"[1, 2, 3]"
1002577,"[8, 1, 5]"
1002578,"[1, 6, 8]"
1002579,"[8, 10, 3]"
1002580,"[5, 1, 8]"
1002581,"[8, 5, 1]"
1002582,"[5, 3, 7]"
1002583,"[1, 5, 2]"
1002584,"[8, 7, 5]"
1002585,"[8, 1, 2]"
1002586,"[8, 6, 5]"
1002587,"[1, 8, 5]"
1002588,"[5, 1, 8]"
1002589,"[8, 5, 1]"
1002590,"[1, 11, 5]"
1002591,"[1, 8, 5]"
1002592,"[1, 8, 5]"
1002593,"[1, 8, 5]"
1002594,"[1, 2, 5]"
1002595,"[1, 5, 8]"
1002596,"[5, 8, 1]"
1002597,"[5, 8, 1]"
1002598,"[1, 8, 2]"
1002599,"[1, 3, 2]"
1002600,"[8, 1, 2]"
1002601,"[1, 8, 10]"
1002602,"[8, 5, 6]"
1002603,"[1, 8, 5]"
1002604,"[5, 1, 8]"
1002605,"[1, 8, 6]"
1002606,"[5, 1, 8]"
1002607,"[8, 1, 6]"
1002608,"[8, 1, 5]"
1002610,"[1, 5, 2]"
1002611,"[1, 5, 8]"
1002612,"[5, 6, 7]"
1002613,"[5, 3, 8]"
1002614,"[1, 8, 5]"
1002615,"[8, 1, 6]"
1002616,"[8, 5, 6]"
1002617,"[8, 1, 6]"
1002618,"[1, 8, 3]"
1002619,"[8, 1, 5]"
1002620,"[1, 5, 8]"
1002621,"[1, 5, 8]"
1002622,"[8, 5, 6]"
1002623,"[5, 8, 2]"
1002624,"[1, 8, 3]"
1002625,"[1, 11, 8]"
1002626,"[1, 8, 5]"
1002627,"[1, 5, 8]"
1002628,"[8, 1, 5]"
1002629,"[1, 8, 5]"
1002630,"[5, 8, 16]"
1002631,"[5, 1, 3]"
1002632,"[1, 6, 8]"
1002633,"[1, 2, 16]"
1002634,"[8, 1, 5]"
1002636,"[1, 6, 5]"
1002637,"[1, 16, 8]"
1002638,"[1, 5, 8]"
1002639,"[5, 1, 8]"
1002640,"[1, 6, 2]"
1002641,"[1, 8, 5]"
1002642,"[1, 8, 6]"
1002643,"[1, 8, 6]"
1002644,"[1, 5, 6]"
1002645,"[1, 5, 8]"
1002646,"[1, 8, 2]"
1002647,"[1, 6, 5]"
1002648,"[3, 1, 5]"
1002649,"[5, 1, 2]"
1002650,"[8, 1, 2]"
1002651,"[1, 8, 20]"
1002652,"[5, 8, 1]"
1002653,"[8, 5, 6]"
1002654,"[8, 5, 16]"
1002655,"[5, 8, 1]"
1002656,"[1, 5, 8]"
1002657,"[1, 5, 16]"
1002658,"[5, 6, 8]"
1002659,"[5, 1, 8]"
1002660,"[5, 8, 1]"
1002661,"[5, 1, 3]"
1002662,"[1, 8, 5]"
1002663,"[1, 5, 6]"
1002664,"[1, 5, 8]"
1002665,"[1, 5, 8]"
1002666,"[5, 8, 1]"
1002667,"[8, 5, 1]"
1002668,"[5, 1, 8]"
1002669,"[8, 1, 16]"
1002670,"[5, 8, 1]"
1002671,"[1, 6, 5]"
1002672,"[1, 8, 6]"
1002673,"[8, 1, 5]"
1002674,"[5, 7, 8]"
1002675,"[1, 2, 5]"
1002676,"[8, 2, 1]"
1002677,"[1, 6, 8]"
1002678,"[1, 8, 16]"
1002679,"[1, 5, 8]"
1002680,"[5, 1, 10]"
1002681,"[5, 1, 3]"
1002682,"[1, 8, 6]"
1002683,"[1, 5, 8]"
1002684,"[8, 5, 1]"
1002685,"[1, 5, 8]"
1002686,"[5, 8, 1]"
1002687,"[1, 6, 8]"
1002688,"[5, 1, 8]"
1002689,"[1, 5, 3]"
1002690,"[1, 8, 6]"
1002691,"[1, 8, 2]"
1002692,"[1, 8, 5]"
1002693,"[8, 1, 10]"
1002694,"[1, 6, 11]"
1002695,"[5, 1, 6]"
1002696,"[10, 6, 5]"
1002697,"[1, 8, 15]"
